name,category,price_tier,neighborhood,open_start,open_end,average_rating,good_for_kids,customer_review
diam nam,Japanese,Expensive,Upper West Side,11:06:16.000,10:54:15.000,2.8,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
commodo,American,Cheap,Upper East Side,11:01:40.000,23:27:08.000,2.0,0,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
vestibulum rutrum,Japanese,Medium,Upper West Side,16:25:26.000,21:53:13.000,4.3,0,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
felis ut at,Chinese,Medium,Downtown,15:10:15.000,15:38:18.000,4.4,1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
suspendisse accumsan,Greek,Expensive,Staten Island,21:59:19.000,16:16:16.000,2.0,1,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
et,French,Cheap,Williamsburg,13:48:43.000,18:09:21.000,3.6,0,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
dictumst,Mexican,Expensive,Flushing,15:45:15.000,16:09:42.000,1.1,1,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
pellentesque viverra,American,Cheap,Queens,16:35:27.000,23:58:00.000,2.6,0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
nunc purus,Spanish,Medium,Astoria,20:41:49.000,16:19:29.000,1.1,0,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
mauris,Thai,Medium,Manhattan,13:58:40.000,23:33:16.000,1.3,1,
cras mi,Chinese,Expensive,Upper West Side,15:56:01.000,12:54:17.000,1.7,0,
id pretium,Japanese,Expensive,Queens,13:04:34.000,12:03:26.000,3.5,0,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
convallis duis consequat,Greek,Cheap,Upper East Side,16:35:04.000,19:43:18.000,2.0,0,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
luctus et ultrices,Thai,Cheap,Upper East Side,13:29:42.000,22:25:15.000,1.8,0,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
sapien,Chinese,Cheap,East Village,11:28:58.000,23:27:05.000,3.9,0,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
eget tincidunt,Japanese,Expensive,Manhattan,20:52:02.000,15:09:09.000,2.7,1,
eget congue eget,Spanish,Cheap,Upper West Side,18:53:42.000,19:25:17.000,3.7,0,
risus,Greek,Medium,Greenwich Village,13:40:38.000,9:01:05.000,1.9,0,
nulla,Spanish,Expensive,Queens,21:05:33.000,10:03:25.000,4.6,1,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
libero rutrum ac,Japanese,Medium,Upper West Side,21:59:29.000,23:58:19.000,1.8,1,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
pellentesque ultrices mattis,Spanish,Expensive,Downtown,16:20:23.000,18:19:08.000,1.6,0,
montes nascetur ridiculus,Greek,Cheap,Park Slope,14:19:28.000,8:39:47.000,2.8,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
ante,Indian,Medium,Long Island City,14:04:16.000,19:37:57.000,3.7,1,
sagittis nam,Chinese,Expensive,Brooklyn,17:56:50.000,11:22:27.000,1.8,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
magna,Japanese,Cheap,Greenwich Village,11:28:15.000,14:24:58.000,1.1,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
nulla,American,Expensive,Staten Island,12:36:33.000,10:06:36.000,2.4,1,Fusce consequat. Nulla nisl. Nunc nisl.
ante ipsum primis,American,Medium,Williamsburg,16:49:26.000,17:25:50.000,2.9,1,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
non ligula pellentesque,Italian,Cheap,Manhattan,17:16:44.000,19:05:06.000,1.1,0,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
purus,American,Expensive,Flushing,21:35:04.000,19:58:55.000,2.9,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
elit,Mexican,Expensive,Harlem,20:50:22.000,22:35:48.000,2.3,0,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
libero,Spanish,Cheap,Long Island City,20:36:03.000,13:49:05.000,4.9,0,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
donec,Italian,Cheap,Greenwich Village,11:09:33.000,22:54:49.000,3.4,0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
vivamus,Italian,Expensive,Chelsea,21:27:06.000,17:52:29.000,3.7,0,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
nulla,Italian,Medium,Astoria,17:22:27.000,10:09:49.000,1.2,1,
consequat,Spanish,Cheap,Bronx,15:45:11.000,12:16:38.000,3.9,0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
volutpat erat,Spanish,Expensive,Bronx,20:46:45.000,22:09:06.000,1.6,1,
ante,Japanese,Expensive,Midtown,19:43:12.000,18:00:36.000,3.9,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
a nibh in,French,Cheap,Staten Island,14:24:11.000,18:16:21.000,1.8,1,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
maecenas pulvinar,Chinese,Cheap,Williamsburg,20:04:51.000,19:54:01.000,4.8,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
ultrices,Greek,Expensive,Long Island City,12:22:33.000,14:42:48.000,2.6,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
quis,Thai,Cheap,Upper East Side,19:53:33.000,10:39:59.000,4.7,0,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
cubilia curae nulla,Thai,Cheap,Staten Island,14:06:22.000,23:53:26.000,2.6,1,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
non mauris morbi,American,Medium,Lower East Side,11:29:34.000,14:29:37.000,4.3,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
eu tincidunt,American,Expensive,Flushing,21:37:37.000,17:21:49.000,1.5,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
molestie,Italian,Medium,Upper West Side,16:58:27.000,14:18:10.000,1.9,0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
sapien,Japanese,Expensive,Staten Island,17:53:00.000,9:01:32.000,4.9,0,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
curabitur gravida nisi,Chinese,Expensive,Astoria,14:46:39.000,22:07:33.000,4.8,0,
ac est lacinia,Italian,Expensive,Brooklyn,16:30:09.000,19:27:37.000,1.7,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
adipiscing molestie,American,Expensive,Jackson Heights,13:15:59.000,8:37:36.000,2.4,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
id nisl venenatis,American,Expensive,Greenwich Village,20:51:35.000,12:52:04.000,1.7,1,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
adipiscing elit proin,American,Medium,Jackson Heights,16:03:22.000,20:41:02.000,3.9,0,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
ut,Italian,Medium,Manhattan,19:33:21.000,11:37:21.000,4.4,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
turpis adipiscing,Spanish,Cheap,Upper West Side,18:14:08.000,12:36:45.000,2.1,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
habitasse platea dictumst,Chinese,Expensive,Upper East Side,11:12:26.000,9:00:48.000,4.4,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
sem mauris laoreet,Indian,Medium,Bronx,12:08:06.000,8:52:12.000,2.1,0,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
praesent,American,Expensive,Jackson Heights,20:11:58.000,22:57:44.000,3.4,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
nulla pede ullamcorper,Chinese,Medium,Staten Island,20:05:37.000,12:18:40.000,1.8,1,
justo sit,French,Expensive,East Village,21:51:23.000,20:10:29.000,4.3,0,Fusce consequat. Nulla nisl. Nunc nisl.
dapibus,Japanese,Medium,Jackson Heights,20:16:15.000,23:36:38.000,2.1,0,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
convallis eget,Mexican,Medium,Bronx,18:31:55.000,14:14:45.000,1.2,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
luctus,Italian,Expensive,East Village,18:14:30.000,9:13:18.000,2.9,0,
maecenas ut,Italian,Expensive,Brooklyn,12:01:29.000,20:56:04.000,3.0,0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
nulla,Italian,Medium,Williamsburg,12:12:40.000,9:07:05.000,2.3,0,
est phasellus,Thai,Cheap,Lower East Side,12:58:34.000,20:22:47.000,1.1,1,
vel est,Indian,Medium,Staten Island,20:51:18.000,18:29:57.000,3.4,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
sapien a libero,Japanese,Cheap,Williamsburg,21:53:27.000,23:28:46.000,2.2,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
eu est,French,Medium,Park Slope,19:30:01.000,19:07:11.000,3.6,0,
proin leo,Spanish,Medium,Downtown,19:24:22.000,16:32:00.000,1.3,1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
volutpat quam pede,Spanish,Expensive,Staten Island,21:52:34.000,21:21:02.000,5.0,1,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
dui maecenas,French,Cheap,Jackson Heights,16:20:46.000,15:09:41.000,1.7,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
ut at dolor,American,Expensive,Upper West Side,20:59:32.000,16:37:22.000,1.5,0,
suspendisse ornare,Mexican,Medium,Williamsburg,18:08:35.000,14:24:09.000,4.0,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
consequat varius integer,Mexican,Medium,Jackson Heights,16:33:54.000,16:49:55.000,2.1,1,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
tincidunt in leo,Greek,Cheap,East Village,13:51:16.000,20:26:22.000,2.6,0,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
nulla,Mexican,Medium,Harlem,12:42:46.000,9:45:08.000,2.0,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
erat nulla tempus,French,Medium,Bronx,15:24:00.000,15:12:20.000,4.7,1,
et magnis,Thai,Expensive,East Village,13:42:01.000,21:13:52.000,2.5,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
neque libero,American,Cheap,Midtown,11:19:41.000,11:49:10.000,4.5,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
curae donec,Chinese,Expensive,Jackson Heights,13:29:41.000,18:56:35.000,1.5,0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
odio porttitor id,American,Cheap,Flushing,21:42:08.000,22:18:59.000,2.5,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
penatibus et magnis,Italian,Cheap,Long Island City,15:36:29.000,8:37:22.000,1.8,1,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
felis fusce posuere,Spanish,Medium,Harlem,18:54:28.000,15:42:45.000,3.3,0,
massa,Indian,Cheap,Bronx,15:13:03.000,21:42:13.000,3.6,1,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
vel enim,Mexican,Medium,Midtown,14:11:58.000,15:20:27.000,4.8,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
proin,French,Medium,Jackson Heights,17:46:38.000,16:45:06.000,4.7,1,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
nisi,American,Cheap,Jackson Heights,13:37:33.000,13:45:32.000,4.7,0,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
dolor sit amet,Thai,Medium,East Village,15:38:43.000,20:34:35.000,1.4,1,
ante,Mexican,Cheap,Greenwich Village,12:12:19.000,8:51:52.000,2.6,0,
primis,Greek,Cheap,Downtown,19:55:11.000,14:35:02.000,3.4,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
pulvinar lobortis est,French,Medium,Williamsburg,15:30:56.000,8:20:35.000,1.2,0,In congue. Etiam justo. Etiam pretium iaculis justo.
id sapien,Greek,Cheap,Park Slope,13:56:16.000,18:03:24.000,2.5,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
est et,Indian,Expensive,Upper East Side,13:31:18.000,21:48:48.000,2.6,0,
ut erat,Italian,Cheap,Lower East Side,19:00:38.000,14:21:44.000,4.5,0,
ultrices posuere,Indian,Medium,Park Slope,13:02:54.000,8:18:14.000,2.8,0,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
a suscipit,Chinese,Cheap,Upper West Side,15:43:40.000,12:02:33.000,3.7,0,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
at dolor quis,American,Cheap,Lower East Side,19:43:13.000,21:42:00.000,1.5,1,
fusce,Mexican,Expensive,Lower East Side,18:28:12.000,8:07:16.000,2.2,0,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
quis augue,American,Expensive,Harlem,19:48:25.000,22:26:34.000,3.7,0,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
eleifend luctus ultricies,Italian,Expensive,Astoria,21:06:45.000,14:55:08.000,1.2,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
